,YearStart,YearEnd,LocationAbbr,LocationDesc,StratificationCategory1,Stratification1,StratificationCategoryID1,StratificationID1,LocationID,OverweightValue,ObeseValue,TvValue,SodaValue,VegetableValue,FruitValue,PhysicalActivityValue,PhysicalEducationValue
1994,2017,2017,MT,Montana,Gender,Female,GEN,FEMALE,30,13.0,10.0,22.7,33.1,37.3,44.0,27.8,24.9
1995,2007,2007,DE,Delaware,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,10,10.7,9.8,23.8,32.6,37.7,41.4,31.4,44.0
1996,2003,2003,NE,Nebraska,Gender,Female,GEN,FEMALE,31,15.4,10.8,33.6,35.2,45.7,50.9,19.1,17.7
2009,2011,2011,UT,Utah,Grade,9th,GRADE,GRADE09,49,17.6,16.1,19.2,13.3,40.9,47.0,22.6,22.8
2011,2019,2019,SD,South Dakota,Gender,Male,GEN,MALE,46,14.8,19.0,31.8,31.0,43.3,52.8,17.3,18.1
2015,2001,2001,US,National,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,59,16.2,15.6,24.7,21.0,40.6,45.4,30.9,27.1
2020,2017,2017,US,National,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,59,19.4,18.2,25.8,34.0,37.0,40.2,18.1,21.0
2021,2007,2007,MA,Massachusetts,Grade,11th,GRADE,GRADE11,25,11.3,16.1,14.8,20.3,43.1,43.7,35.3,32.3
2025,2019,2019,AR,Arkansas,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,5,20.7,15.3,37.5,22.0,44.1,37.9,18.7,37.5
2032,2007,2007,US,National,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,59,17.3,15.8,25.8,20.2,42.8,46.1,29.9,26.3
2033,2007,2007,SC,South Carolina,Total,Total,OVR,OVERALL,45,16.4,13.8,22.3,12.9,47.4,41.6,34.2,64.8
2034,2003,2003,OH,Ohio,Grade,12th,GRADE,GRADE12,39,13.7,12.1,17.7,17.0,42.0,38.2,24.4,36.0
2038,2019,2019,LA,Louisiana,Gender,Male,GEN,MALE,22,16.1,20.1,29.0,27.9,47.8,45.1,30.1,32.9
2044,2015,2015,MD,Maryland,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24,15.6,12.7,27.9,19.6,39.0,40.1,30.3,35.1
2046,2001,2001,US,National,Grade,11th,GRADE,GRADE11,59,19.1,15.7,53.7,30.2,48.1,36.5,26.3,26.6
2058,2003,2003,WI,Wisconsin,Gender,Male,GEN,MALE,55,15.7,16.3,21.1,18.5,43.3,51.1,22.3,14.1
2059,2017,2017,IA,Iowa,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,19,15.1,13.7,36.7,27.5,53.4,45.3,38.1,57.2
2062,2011,2011,US,National,Gender,Female,GEN,FEMALE,59,19.4,18.7,34.7,25.0,28.7,33.8,35.1,45.5
2063,2007,2007,SD,South Dakota,Total,Total,OVR,OVERALL,46,15.9,9.4,17.8,11.0,32.7,39.9,26.3,16.6
2065,2019,2019,GA,Georgia,Grade,10th,GRADE,GRADE10,13,11.1,11.2,23.4,32.0,35.3,45.3,22.2,20.3
2066,2019,2019,GA,Georgia,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,13,13.2,14.6,16.9,8.6,43.1,55.0,17.6,10.6
2067,2019,2019,US,National,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,59,18.0,11.1,17.6,13.9,32.3,40.1,31.1,18.7
2069,2019,2019,TN,Tennessee,Grade,10th,GRADE,GRADE10,47,17.1,12.9,20.1,9.4,42.0,41.7,15.1,14.9
2071,2007,2007,KS,Kansas,Gender,Female,GEN,FEMALE,20,18.6,15.8,54.2,28.9,53.7,42.4,20.3,60.3
2074,2009,2009,US,National,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,59,14.4,11.8,30.8,29.8,42.7,46.7,21.2,32.4
2075,2009,2009,WI,Wisconsin,Grade,12th,GRADE,GRADE12,55,16.8,14.2,16.2,14.3,30.4,38.0,28.9,26.4
2077,2011,2011,NY,New York,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,36,14.4,11.5,29.1,22.0,39.9,36.8,25.4,63.6
2083,2007,2007,OH,Ohio,Gender,Female,GEN,FEMALE,39,13.0,13.4,22.7,20.6,43.5,37.3,31.3,28.2
2085,2013,2013,MS,Mississippi,Grade,9th,GRADE,GRADE09,28,12.5,9.6,23.9,23.9,33.6,36.6,30.6,50.9
2086,2009,2009,NY,New York,Gender,Female,GEN,FEMALE,36,12.2,15.3,27.4,35.5,38.7,35.4,21.9,26.9
2087,2007,2007,IL,Illinois,Race/Ethnicity,Hispanic,RACE,RACEHIS,17,13.6,17.1,22.0,24.9,62.6,46.1,19.6,28.5
2091,2017,2017,LA,Louisiana,Gender,Male,GEN,MALE,22,14.4,8.4,18.3,13.2,36.9,48.5,22.4,28.4
2096,2011,2011,WI,Wisconsin,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,55,14.1,12.6,17.5,10.8,40.5,37.2,30.7,46.6
2098,2009,2009,NJ,New Jersey,Gender,Female,GEN,FEMALE,34,19.3,14.2,20.3,14.7,41.6,46.9,17.0,16.0
2104,2011,2011,AL,Alabama,Gender,Female,GEN,FEMALE,1,17.8,14.9,34.9,32.2,45.0,47.2,19.3,16.5
2108,2015,2015,FL,Florida,Grade,9th,GRADE,GRADE09,12,9.3,8.9,16.1,29.2,29.1,43.2,22.4,18.8
2113,2019,2019,VA,Virginia,Grade,10th,GRADE,GRADE10,51,13.1,15.2,20.3,19.2,53.8,54.1,17.3,7.7
2115,2007,2007,OK,Oklahoma,Grade,9th,GRADE,GRADE09,40,13.9,13.1,25.7,23.0,54.3,43.6,18.0,20.9
2117,2007,2007,DC,District of Columbia,Gender,Male,GEN,MALE,11,18.8,13.5,31.1,38.9,36.1,42.0,31.2,43.5
2118,2007,2007,LA,Louisiana,Grade,12th,GRADE,GRADE12,22,14.3,13.7,33.4,32.1,41.8,43.4,22.8,27.6
2124,2015,2015,CA,California,Gender,Male,GEN,MALE,6,15.8,17.7,30.9,43.4,37.7,39.7,30.6,30.1
2128,2003,2003,US,National,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,59,12.3,10.4,20.2,13.7,28.8,31.3,19.3,8.5
2129,2005,2005,WI,Wisconsin,Grade,10th,GRADE,GRADE10,55,15.5,15.1,31.3,34.8,36.1,45.7,28.1,34.7
2139,2019,2019,KY,Kentucky,Gender,Female,GEN,FEMALE,21,11.7,9.9,20.4,13.9,29.2,36.6,20.9,14.7
2142,2019,2019,AK,Alaska,Total,Total,OVR,OVERALL,2,13.1,6.3,14.3,8.6,36.8,42.0,14.0,12.7
2145,2009,2009,TN,Tennessee,Total,Total,OVR,OVERALL,47,15.7,14.6,31.2,39.1,34.9,37.8,29.0,27.7
2151,2009,2009,MD,Maryland,Race/Ethnicity,Hispanic,RACE,RACEHIS,24,16.1,19.6,22.9,26.4,44.5,45.7,23.3,26.8
2163,2001,2001,MI,Michigan,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,26,17.2,19.3,27.6,29.9,45.6,52.3,29.5,29.5
2173,2013,2013,TN,Tennessee,Grade,12th,GRADE,GRADE12,47,17.6,17.5,52.5,30.3,50.7,45.1,18.5,16.3
2175,2013,2013,IL,Illinois,Grade,9th,GRADE,GRADE09,17,13.5,13.1,27.0,23.4,32.7,34.1,28.2,16.0
2182,2019,2019,TX,Texas,Grade,9th,GRADE,GRADE09,48,13.0,13.1,20.3,14.4,30.7,37.1,19.6,14.8
2183,2019,2019,CO,Colorado,Grade,10th,GRADE,GRADE10,8,19.0,19.9,25.8,28.0,49.9,54.3,25.4,23.4
2184,2007,2007,AR,Arkansas,Gender,Male,GEN,MALE,5,13.7,9.5,25.6,28.0,35.1,41.7,21.0,19.7
2200,2007,2007,AZ,Arizona,Grade,9th,GRADE,GRADE09,4,12.0,12.4,18.0,9.5,49.1,58.0,15.5,5.9
2205,2011,2011,AK,Alaska,Total,Total,OVR,OVERALL,2,15.7,13.1,20.9,17.9,43.9,38.1,30.6,42.3
2208,2005,2005,CO,Colorado,Grade,12th,GRADE,GRADE12,8,14.8,19.5,46.1,24.3,45.4,47.1,18.0,18.8
2209,2019,2019,PA,Pennsylvania,Gender,Male,GEN,MALE,42,14.9,17.3,22.3,13.2,42.7,42.6,30.9,18.1
2210,2003,2003,VI,Virgin Islands,Grade,9th,GRADE,GRADE09,78,11.4,7.4,20.8,24.9,34.0,46.7,23.9,26.4
2213,2003,2003,ND,North Dakota,Grade,11th,GRADE,GRADE11,38,11.0,8.4,19.5,21.8,33.8,35.7,27.7,24.9
2222,2019,2019,MA,Massachusetts,Grade,9th,GRADE,GRADE09,25,18.8,16.2,33.5,32.5,45.4,43.0,34.5,37.0
2224,2017,2017,CA,California,Race/Ethnicity,Asian,RACE,RACEASN,6,16.1,13.1,41.4,42.7,40.7,42.6,18.2,18.4
2238,2017,2017,MD,Maryland,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,24,20.1,24.2,28.0,25.8,45.7,58.4,39.1,27.9
2240,2017,2017,AR,Arkansas,Total,Total,OVR,OVERALL,5,13.9,12.7,14.9,14.8,40.6,41.0,31.5,65.6
2244,2003,2003,UT,Utah,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,49,13.4,10.9,23.6,39.1,39.9,52.8,26.5,28.8
2245,2011,2011,CT,Connecticut,Total,Total,OVR,OVERALL,9,18.6,14.3,34.8,27.4,28.0,40.8,27.8,25.6
2248,2003,2003,NC,North Carolina,Grade,10th,GRADE,GRADE10,37,13.8,10.4,17.0,14.3,36.6,42.1,28.5,34.6
2249,2005,2005,WI,Wisconsin,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,55,12.4,10.3,27.2,31.2,40.6,47.0,32.1,39.6
2250,2019,2019,PA,Pennsylvania,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,42,16.8,12.1,20.6,15.4,40.7,41.8,17.5,25.3
2258,2019,2019,MT,Montana,Grade,12th,GRADE,GRADE12,30,14.2,12.7,32.7,15.1,39.5,42.5,21.6,5.5
2262,2019,2019,WV,West Virginia,Gender,Female,GEN,FEMALE,54,13.5,15.0,26.8,29.7,37.8,39.2,35.8,38.7
2263,2007,2007,NY,New York,Total,Total,OVR,OVERALL,36,23.4,21.1,24.4,23.4,53.3,47.6,23.7,29.7
2267,2009,2009,WI,Wisconsin,Race/Ethnicity,Hispanic,RACE,RACEHIS,55,18.8,17.7,35.4,29.5,60.1,46.2,17.1,30.2
2268,2011,2011,FL,Florida,Grade,12th,GRADE,GRADE12,12,14.1,13.0,26.0,18.9,36.6,37.7,23.2,18.3
2275,2017,2017,UT,Utah,Grade,10th,GRADE,GRADE10,49,15.0,23.0,20.1,31.9,50.8,48.4,31.0,25.2
2278,2015,2015,FL,Florida,Race/Ethnicity,Asian,RACE,RACEASN,12,15.0,19.4,21.2,25.3,49.7,48.8,27.2,34.7
2280,2007,2007,NY,New York,Gender,Male,GEN,MALE,36,14.6,10.4,29.2,27.6,34.2,39.0,24.9,19.7
2281,2019,2019,VT,Vermont,Grade,12th,GRADE,GRADE12,50,23.5,22.8,28.9,18.2,58.1,38.7,16.3,20.8
2284,2001,2001,DE,Delaware,Grade,9th,GRADE,GRADE09,10,21.2,17.5,36.0,35.8,32.4,35.0,29.1,31.6
2286,2011,2011,MI,Michigan,Grade,10th,GRADE,GRADE10,26,12.1,10.2,21.6,21.8,36.9,37.5,29.0,17.7
2288,2007,2007,ND,North Dakota,Grade,11th,GRADE,GRADE11,38,19.1,12.0,41.9,27.1,44.8,38.9,22.1,34.9
2289,2005,2005,VT,Vermont,Race/Ethnicity,Hispanic,RACE,RACEHIS,50,17.6,9.5,30.3,26.4,41.4,46.1,14.3,14.7
2290,2019,2019,NC,North Carolina,Race/Ethnicity,Asian,RACE,RACEASN,37,17.3,17.2,22.2,24.3,48.1,54.9,12.8,13.1
2293,2017,2017,NY,New York,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,36,16.7,14.7,36.9,35.3,45.0,40.6,31.8,67.7
2304,2015,2015,OK,Oklahoma,Grade,11th,GRADE,GRADE11,40,14.7,12.0,22.2,12.6,41.4,39.5,20.3,18.4
2312,2019,2019,KS,Kansas,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,20,13.1,10.0,23.2,26.9,44.5,53.0,21.6,10.7
2317,2019,2019,ME,Maine,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,23,13.2,8.8,21.1,31.1,34.2,38.3,21.7,10.5
2320,2011,2011,MS,Mississippi,Total,Total,OVR,OVERALL,28,16.1,14.8,17.9,16.4,43.8,42.6,23.2,68.4
2326,2019,2019,OH,Ohio,Grade,9th,GRADE,GRADE09,39,13.1,10.7,24.8,32.1,33.8,37.1,26.4,15.4
2328,2017,2017,IL,Illinois,Race/Ethnicity,Asian,RACE,RACEASN,17,16.7,14.4,37.1,17.9,50.9,47.6,18.1,12.2
2329,2019,2019,LA,Louisiana,Grade,12th,GRADE,GRADE12,22,15.4,8.1,28.5,18.9,35.7,38.4,18.8,18.7
2336,2015,2015,NM,New Mexico,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,35,14.7,14.5,24.5,29.3,29.6,37.1,34.3,35.5
2340,2019,2019,MT,Montana,Gender,Male,GEN,MALE,30,16.2,15.9,26.0,23.7,42.4,38.2,30.1,34.5
2341,2011,2011,AZ,Arizona,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,4,15.0,10.4,24.0,23.1,35.7,34.1,27.7,37.6
2345,2005,2005,ID,Idaho,Grade,9th,GRADE,GRADE09,16,19.5,15.5,40.5,24.2,45.5,39.3,13.0,12.3
2346,2007,2007,TX,Texas,Gender,Male,GEN,MALE,48,17.5,15.4,38.2,36.5,53.8,52.9,25.2,44.7
2353,2013,2013,MT,Montana,Race/Ethnicity,Hispanic,RACE,RACEHIS,30,16.9,18.3,24.5,34.7,40.4,47.2,21.2,14.8
2354,2017,2017,ND,North Dakota,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,38,18.3,23.5,30.5,26.2,33.4,39.1,30.2,33.1
2359,2007,2007,DC,District of Columbia,Race/Ethnicity,Hispanic,RACE,RACEHIS,11,14.9,18.1,27.2,14.8,50.6,36.9,19.5,26.4
2362,2013,2013,US,National,Gender,Male,GEN,MALE,59,15.1,19.5,34.1,24.3,47.0,39.6,30.1,38.1
2366,2019,2019,AL,Alabama,Grade,9th,GRADE,GRADE09,1,17.7,17.7,47.4,47.0,45.9,43.9,21.5,23.4
2372,2007,2007,MT,Montana,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,30,20.3,16.2,27.4,31.7,36.1,41.6,30.4,30.9
2377,2017,2017,UT,Utah,Total,Total,OVR,OVERALL,49,15.0,8.5,25.7,17.3,37.7,44.8,23.5,20.6
2379,2019,2019,OH,Ohio,Grade,12th,GRADE,GRADE12,39,16.8,15.9,38.5,38.3,42.1,45.4,31.8,36.6
2390,2019,2019,VT,Vermont,Race/Ethnicity,Hispanic,RACE,RACEHIS,50,16.0,10.9,19.0,14.5,37.2,43.7,20.0,13.0
2391,2011,2011,OK,Oklahoma,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,40,20.5,16.7,18.6,13.9,40.5,38.9,18.2,12.7
2397,2019,2019,MO,Missouri,Grade,12th,GRADE,GRADE12,29,14.4,15.3,13.4,16.4,36.6,39.3,23.2,24.8
2399,2019,2019,UT,Utah,Gender,Male,GEN,MALE,49,12.6,7.4,22.3,17.4,38.5,37.7,28.2,22.4
2401,2003,2003,GA,Georgia,Grade,10th,GRADE,GRADE10,13,15.0,13.7,16.7,15.3,40.0,38.7,24.7,36.9
2410,2015,2015,MA,Massachusetts,Total,Total,OVR,OVERALL,25,16.3,18.8,25.5,32.9,42.5,43.1,29.3,24.9
2413,2011,2011,HI,Hawaii,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,15,15.2,15.7,34.2,32.4,40.7,38.6,32.3,36.0
2421,2011,2011,KY,Kentucky,Gender,Male,GEN,MALE,21,14.7,22.3,25.2,29.8,48.1,50.9,17.6,15.4
2423,2005,2005,WV,West Virginia,Grade,11th,GRADE,GRADE11,54,13.1,15.6,27.6,19.1,37.4,41.6,21.9,15.1
2428,2007,2007,TX,Texas,Race/Ethnicity,Hispanic,RACE,RACEHIS,48,17.8,14.2,29.6,26.0,50.0,51.6,17.6,21.6
2433,2011,2011,RI,Rhode Island,Total,Total,OVR,OVERALL,44,17.5,16.3,29.9,15.0,53.7,50.8,16.1,12.0
2440,2015,2015,ME,Maine,Grade,10th,GRADE,GRADE10,23,13.2,9.3,29.1,22.8,39.3,40.2,29.2,38.9
2441,2019,2019,AK,Alaska,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,2,14.4,14.7,54.4,29.8,46.3,46.3,27.0,27.9
2448,2019,2019,NJ,New Jersey,Grade,9th,GRADE,GRADE09,34,14.0,12.5,17.2,21.7,41.8,44.6,28.5,13.2
2449,2015,2015,HI,Hawaii,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,15,13.4,9.6,16.7,11.9,30.5,34.5,22.7,13.9
2463,2015,2015,NC,North Carolina,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,37,13.7,14.2,30.1,20.8,39.3,44.2,18.1,11.4
2472,2015,2015,CA,California,Race/Ethnicity,Hispanic,RACE,RACEHIS,6,16.7,15.7,22.8,21.7,38.7,46.5,25.6,17.1
2475,2005,2005,KS,Kansas,Race/Ethnicity,Hispanic,RACE,RACEHIS,20,18.6,22.5,17.9,41.2,44.8,50.6,12.9,17.1
2479,2013,2013,US,National,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,59,18.7,12.0,42.2,33.7,45.0,47.9,13.8,20.5
2480,2013,2013,NH,New Hampshire,Grade,9th,GRADE,GRADE09,33,14.5,9.7,26.1,27.6,37.7,39.7,16.4,20.4
2484,2015,2015,HI,Hawaii,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,15,21.5,14.4,30.8,20.0,42.0,40.3,20.7,26.5
2485,2011,2011,DE,Delaware,Total,Total,OVR,OVERALL,10,15.6,11.6,35.3,31.6,35.9,42.3,23.0,20.8
2491,2013,2013,US,National,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,59,13.7,11.2,27.3,36.1,46.1,56.0,18.3,18.9
2501,2005,2005,MT,Montana,Gender,Male,GEN,MALE,30,12.3,13.8,38.8,29.9,40.8,46.1,20.5,22.8
2504,2017,2017,US,National,Total,Total,OVR,OVERALL,59,15.5,18.3,34.0,35.0,45.1,48.7,28.3,31.3
2507,2007,2007,IA,Iowa,Gender,Male,GEN,MALE,19,10.1,5.0,14.2,14.6,28.5,34.4,19.8,11.2
2512,2017,2017,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,59,16.0,14.3,21.7,18.9,42.9,42.1,24.6,22.4
2513,2011,2011,DE,Delaware,Race/Ethnicity,Hispanic,RACE,RACEHIS,10,17.3,12.9,37.9,39.5,44.5,47.7,13.1,18.3
2528,2009,2009,US,National,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA,59,20.2,17.3,20.6,16.1,53.2,53.4,21.6,35.0
2534,2015,2015,FL,Florida,Gender,Female,GEN,FEMALE,12,18.0,14.5,38.3,23.9,44.9,39.1,16.8,11.9
2541,2007,2007,WV,West Virginia,Grade,9th,GRADE,GRADE09,54,14.9,12.3,26.8,26.5,35.5,41.0,40.5,33.4
2546,2015,2015,VA,Virginia,Grade,10th,GRADE,GRADE10,51,12.2,15.9,28.2,50.3,38.4,48.7,23.3,19.0
2547,2013,2013,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,RACE,RACEHPI,59,14.3,14.1,15.8,16.4,38.1,39.3,24.5,17.0
2556,2011,2011,CT,Connecticut,Grade,9th,GRADE,GRADE09,9,16.3,13.3,39.2,33.0,47.8,50.6,25.8,24.2
2558,2013,2013,OH,Ohio,Gender,Female,GEN,FEMALE,39,16.6,14.6,35.2,30.2,53.7,53.0,14.6,11.9
2561,2007,2007,AR,Arkansas,Race/Ethnicity,Hispanic,RACE,RACEHIS,5,12.9,8.5,22.1,23.4,33.5,38.4,28.7,33.1
2562,2021,2021,US,National,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,59,17.1,15.5,41.9,40.6,48.4,43.5,29.1,53.3
2571,2019,2019,VA,Virginia,Total,Total,OVR,OVERALL,51,12.5,11.7,24.5,31.1,33.2,38.9,29.7,19.0
2573,2015,2015,IN,Indiana,Gender,Female,GEN,FEMALE,18,13.2,11.1,26.1,20.7,37.5,38.1,23.9,21.0
2575,2017,2017,ND,North Dakota,Grade,10th,GRADE,GRADE10,38,15.7,7.1,27.6,22.5,43.8,39.4,15.8,71.2
2576,2015,2015,CA,California,Race/Ethnicity,Asian,RACE,RACEASN,6,15.6,11.3,33.9,45.0,40.2,43.2,25.1,18.2
2579,2015,2015,SC,South Carolina,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,45,15.4,17.4,28.8,35.7,41.3,49.2,21.4,23.1
2587,2011,2011,HI,Hawaii,Race/Ethnicity,Hispanic,RACE,RACEHIS,15,16.5,21.2,30.9,19.0,43.6,42.7,21.7,31.2
2588,2017,2017,NC,North Carolina,Grade,9th,GRADE,GRADE09,37,10.2,6.2,22.7,25.6,32.5,33.1,28.3,22.1
2589,2005,2005,KS,Kansas,Gender,Female,GEN,FEMALE,20,17.9,10.9,32.7,27.9,42.1,37.9,22.2,65.4
2595,2009,2009,US,National,Total,Total,OVR,OVERALL,59,13.5,10.9,27.9,28.0,37.8,44.7,22.1,29.8
2597,2011,2011,WV,West Virginia,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,54,12.8,17.1,36.2,20.0,43.1,36.3,26.9,24.5
2603,2019,2019,ND,North Dakota,Grade,10th,GRADE,GRADE10,38,16.3,16.7,36.2,18.7,51.6,55.2,18.6,5.5
2605,2015,2015,NV,Nevada,Grade,11th,GRADE,GRADE11,32,14.8,18.5,37.8,42.8,43.4,46.4,34.8,27.4
2620,2005,2005,VT,Vermont,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,50,16.4,15.3,21.1,20.2,39.5,44.6,30.8,25.7
2624,2019,2019,NV,Nevada,Gender,Female,GEN,FEMALE,32,11.7,13.7,25.8,25.8,60.7,49.8,20.5,0.1
2626,2003,2003,US,National,Total,Total,OVR,OVERALL,59,15.8,11.6,35.0,18.8,47.1,49.5,15.6,6.9
2627,2003,2003,AK,Alaska,Grade,11th,GRADE,GRADE11,2,13.5,26.3,21.6,33.6,50.6,59.3,22.7,16.9
2638,2021,2021,US,National,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,59,15.2,18.3,30.5,17.6,47.0,51.3,19.0,25.6
2640,2011,2011,SD,South Dakota,Gender,Male,GEN,MALE,46,17.3,15.1,22.5,18.9,48.1,41.7,30.6,18.7
2641,2015,2015,MI,Michigan,Grade,10th,GRADE,GRADE10,26,14.7,11.0,32.8,17.5,37.2,39.7,22.4,14.9
2642,2019,2019,CO,Colorado,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,8,13.2,8.7,28.7,14.1,40.7,47.1,13.6,4.0
2645,2005,2005,HI,Hawaii,Race/Ethnicity,Hispanic,RACE,RACEHIS,15,15.3,17.3,28.9,29.4,42.4,45.0,32.2,33.7
2647,2017,2017,VT,Vermont,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,50,15.3,8.6,23.9,14.0,46.9,43.0,14.5,15.4
2654,2003,2003,MT,Montana,Grade,10th,GRADE,GRADE10,30,15.5,10.9,26.6,32.6,33.6,38.4,27.5,21.1
2656,2019,2019,AK,Alaska,Race/Ethnicity,Hispanic,RACE,RACEHIS,2,15.4,14.5,29.8,42.1,45.3,50.0,25.6,43.4
2660,2001,2001,NJ,New Jersey,Grade,9th,GRADE,GRADE09,34,14.7,11.9,28.5,27.0,29.0,42.1,29.3,31.7
2664,2011,2011,VT,Vermont,Grade,12th,GRADE,GRADE12,50,11.6,8.5,29.7,29.0,31.7,32.0,34.1,25.3
2672,2013,2013,TX,Texas,Total,Total,OVR,OVERALL,48,18.1,12.5,20.5,14.3,40.8,42.4,29.8,16.4
2673,2015,2015,IL,Illinois,Gender,Female,GEN,FEMALE,17,14.7,18.5,26.8,25.6,39.1,42.8,36.2,37.0
2674,2001,2001,SD,South Dakota,Race/Ethnicity,Non-Hispanic White,RACE,RACEWHT,46,14.8,11.9,16.7,7.6,34.2,37.0,22.0,9.8
2675,2017,2017,UT,Utah,Grade,9th,GRADE,GRADE09,49,14.9,14.6,18.5,15.3,41.3,38.6,26.0,49.1
2677,2013,2013,AR,Arkansas,Total,Total,OVR,OVERALL,5,13.4,11.1,25.6,33.2,45.6,42.3,28.6,28.7
2678,2021,2021,US,National,Grade,12th,GRADE,GRADE12,59,18.8,16.2,43.8,21.7,54.3,40.6,24.0,20.6
2690,2013,2013,VA,Virginia,Gender,Male,GEN,MALE,51,11.7,7.9,15.0,13.7,33.9,31.5,18.3,19.4
2696,2011,2011,US,National,Race/Ethnicity,Hispanic,RACE,RACEHIS,59,17.1,16.0,25.6,21.5,53.5,54.9,31.7,36.9
2702,2013,2013,IL,Illinois,Race/Ethnicity,Hispanic,RACE,RACEHIS,17,13.0,14.0,32.6,39.2,33.2,35.0,28.2,15.8
2703,2015,2015,MI,Michigan,Gender,Male,GEN,MALE,26,15.6,7.6,30.9,33.3,38.4,42.0,17.0,20.3
2711,2013,2013,SD,South Dakota,Grade,10th,GRADE,GRADE10,46,16.6,11.0,28.9,30.4,41.0,44.7,17.0,29.4
2715,2003,2003,OH,Ohio,Gender,Male,GEN,MALE,39,15.6,13.1,25.0,29.0,35.2,39.3,28.2,27.1
2725,2019,2019,ND,North Dakota,Gender,Male,GEN,MALE,38,16.7,18.7,18.4,16.3,38.1,41.8,30.3,32.4
2728,2009,2009,DE,Delaware,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,10,18.8,17.4,41.3,45.8,42.3,45.6,27.0,49.7
2737,2019,2019,ID,Idaho,Gender,Male,GEN,MALE,16,16.2,10.3,31.4,22.8,46.5,41.4,28.8,52.2
2741,2019,2019,DC,District of Columbia,Grade,12th,GRADE,GRADE12,11,18.1,14.8,29.5,26.6,41.2,42.6,24.6,22.7
2742,2019,2019,PR,Puerto Rico,Gender,Female,GEN,FEMALE,72,13.5,16.0,37.2,43.8,39.6,46.6,30.3,36.2
2744,2007,2007,WY,Wyoming,Gender,Male,GEN,MALE,56,19.3,14.5,60.8,32.9,53.2,40.3,27.0,53.5
2749,2019,2019,UT,Utah,Race/Ethnicity,Hispanic,RACE,RACEHIS,49,15.5,13.0,27.0,19.6,37.6,39.7,26.7,26.8
2757,2011,2011,NJ,New Jersey,Race/Ethnicity,Hispanic,RACE,RACEHIS,34,14.0,11.8,26.7,35.5,37.1,35.6,22.6,47.8
2758,2001,2001,VT,Vermont,Grade,11th,GRADE,GRADE11,50,16.0,12.7,25.1,21.0,36.5,36.9,23.5,21.9
2760,2017,2017,NC,North Carolina,Race/Ethnicity,2 or more races,RACE,RACE2PLUS,37,14.2,17.4,31.5,26.9,41.7,42.2,16.5,33.8
2774,2009,2009,MD,Maryland,Grade,10th,GRADE,GRADE10,24,12.8,10.3,20.7,9.9,35.5,35.6,24.5,6.3
2781,2019,2019,MI,Michigan,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK,26,10.0,8.0,18.9,27.0,36.4,44.3,22.7,17.7
2786,2019,2019,SC,South Carolina,Gender,Female,GEN,FEMALE,45,13.3,19.3,21.4,21.1,42.8,40.5,29.1,28.0
